signal_index,file_name,free_text_sensory,free_text_emotional,free_text_association
21,2409201459112.json,This just feels like  2 sets oif varied length frequencies having 3 and 4 beats in each of them.,This sensation feels so bumpy.,This gives me feeling of applying break to the car in an uneven manner.
21,2409191326112.json,Think of humming a song without knowing the lyrics.,It makes me feel like I want to recall the song that was playing in the back of my head last night,It reminds of the time a random song from a shopping mall stuck on my head and I was humming to the tune for the whole day without knowing the lyrics
21,2409111115112.json,It is a strong vibration,It makes me feel alert,N.A.
21,2409111557112.json,I would describe this as inconcistent.,It made me feel uncomfortable.,This reminded me of a broken videogame controller which is stuck on vibration because of level glitch.
21,2409100934112.json,it is lika a long beep and constant alarm,it makes me feel irritated and makes me want to turn it off,it reminds me of touching an old ashing machine which is broken
21,2409111711112.json,This sensation feels like someone is dragging their feet while walking.	,"It makes me feel passive.
",I did not feel it before.
21,2409061806112.json,the sensation of something nudging against you in a forest,"it feels weird, sporadic and nasty","it reminds me of a hairy, dangerous spider crawling up on me"
21,2409040948112.json,Very similar to the previous haptic that I sensed. ALthought this one was much more subtle.,This made me feel like it needs my attention exactly how phone vibrations are.,I haven't experinced this sort of haptic before.
21,2409051649112.json,"I would describe it as two small beeps, a small pause, then a drawn out buzz in repitition ",This sensation makes me feel relaxed especially with the drawn out buzz at the end,This reminds me also off a phone call vibration or a video game vibration performing a set of actions
21,2409041034112.json,"There are two sets of vibrations- The first set is two short vibrations followed by a long one. The second set is two short shallow vibrations, one short deep vibration followed by a long one.",It makes me feel like there is a something that we are preapared for,Reminds me of training scenes and audio from movies
22,2409201459112.json,"This just feels like a single stretch beat of slightly longer frequency, usually reminds of sirens used in emergency situations.",This sensation makes me feel that there is so sort of urgency.,This reminds me a bit of an emergency room.
22,2409191326112.json,Think of this sensation as a revving of an bike engine,It makes me feel like I am about to take off from a traffic stop,It reminds me of a time when I got the chance to rev the engire of a Harley Davidon
22,2409111115112.json,A sensation that is not too strong but draws attention at the same time,It makes me feel active,Similar to the vibration my phone make when I get a call while the phone
22,2409111557112.json,I would describe this pattern as a rising wave pattern.,This makes me feel active and soothing.,This reminded me of incoming sea shores waves.
22,2409100934112.json,it is like a constant vibration with small pause,it makes me feel comfortable ,it is like holding a radio that is playing a comforting song with constant notes
22,2409111711112.json,It feels like someone is sratching in rythem.,It is annoying.	,"Yeah, i have seen people sratch their skin this way."
22,2409061806112.json,it's a sensation like something coming towards you and passing you by,it makes me feel like an intense moment is coming up but then it subsides,it reminds me of a train passing me by when i'm in another train in the opposite direction
22,2409040948112.json,It felt like a very subtle but alarming haptic. It might sounds crazy.,I actually felt relaxed as the intensity was low. I felt like I could sleep by sensing these vibrations,"I can relate this with nintento wii, some mario cart games had this sort of haptic in it."
22,2409051649112.json,This feels like a lower frequency drawn out buzz,This sensation made me feel relaxed because it was only one constant vibration not multiple,This feels like the sensation that is felt on a vibrating chair on lower speeds
22,2409041034112.json,It is a slightly long vibration and appears to be a set of 4. The first two vibrations appear to be upwards while the last two appear to be downwards,It makes me feel like a start initiated by me and a halt/stop,Reminds me of the vibrations of starting and stopping a car.
23,2409201459112.json,This sensation feels like a dry lengthy buzz.,This sensatiopn feels submissive.,NA
23,2409191326112.json,Think of this sensation as someone putting a rough rope around a tree log and trying to cut it,It makes me feel irritated imaging the sound it would produce,It reminds me of a time when I tried to create fire by rubbing wood over wood
23,2409111115112.json,It is relaxing and mild at the same time.,"It is quite soothing, makes me feel relaxed.",SImialr to what a leg massager would feel like when set at low pressure.
23,2409111557112.json,I would describe this as a oscillating vibration pattern.,This made me feel adventurous and thrilling.,This reminded me of a subtle vibrations that take place on the see-saw swing at the park.
23,2409100934112.json,it is like the vibrations are too long and the pause is little,it is comfortable in the beggining but after a period of time it seems irritating.,it reminds me of a motor
23,2409111711112.json,It feels like somebody cutting through a wooden log in rythem.,It makes me attentive as to see what interesting thing is happening.	,I saw woodwork that felt like this.
23,2409061806112.json,the sensation of you peeling a rough object,it feels like i'm doing a difficult task,it reminds me of scraping of the top surface of a wooden bark
23,2409040948112.json,This one felt very weird as it cannot decribe it well. It low key feels like a car alarm of some sort.,it made me feel active and something that needs attention. I felt energetic and active.,"I haven't expericne this before, it is very unique and new to my senses."
23,2409051649112.json,I would describe this sensation as a buzz that goes in at a slightly higher frequency then fades out,"i'm pretty passive to the sound, it's slightly familar",It feels like the vibration of something that has been trapped somewhere or is underneath another object
23,2409041034112.json,It is one vibration that has a low sensation halfway through it making it feel like there are two vibrations but it actually is just one with a lower sense in the middle,"It makes me feel like there is a halt, can expect moving at any point","Reminds me of a pause in the process, similar to waitingAlso has a resemblance to an engine roar at the signal/lights on the road"
27,2409201459112.json,This sensation is of multiple uneven lengths of frequencies stiched together.,This sensation feels so short and pointy.,This reminds me of some annoyingly musical sounds.
27,2409191326112.json,Think of a half opened tap dripping water in irregular intervals. That is how this sensation feels like,It makes me concerned about something I might have forgotten to do,It reminds me of the time I forgot to close the faucet properly after taking a shower and it filled up some of my bathtub
27,2409111115112.json,"The vibration is quite soothing and mild, but cannot go unnoticed.",It makes me feel calm and relaxed.,Feels similar to how a back massage feels like on the massage chair.
27,2409111557112.json,"I would describe this as a four parter pattern. The first, second and fourth buzzes are very similar but the third one is odd one out.",It made me feel annoyed.,NA
27,2409100934112.json,it is like water dripping at a moderate rate in a rhythmical manner,it makes me feel like i have to turn off the tap urgently,it is like water dripping from a tap
27,2409111711112.json,It feels like birds are chirping.,It makes me calm.,I felt it when i heard birds chirping in the morning.
27,2409061806112.json,a sensation similar to recoil in a light sub machine gun,it makes me feel aggressive and competitive	,it reminds me of shooting a light sub machine gun in a video game using a controller
27,2409040948112.json,a strong pulse that instantly felt like an alarm clock,It made be feel thrilled and active instantly,I have had an alarm of this sort before and that exactly how I can assocaite it with this.
27,2409051649112.json,This feels like a bird tweeting in a sensation. It keeps the same constant frequency throughout ,This sensation makes me feel active ,This reminds me as if I am in a video game and one side of the cursor buzzed in response to a stimuli 
27,2409041034112.json,There are 5 short vibrations with equal and shorter gaps between them. They sound like short continous buzzes,"MAkes me feel a sense of urgency, something that needs to be attended",It reminds me of a ringing phone or an emergency call because of the frequency
28,2409201459112.json,This sensation feels like a sped up version of typical music played in stadiums during any sporting events.,This is sensation makes me feel a bit fuzzy but energetic.,This reminds me of music usually played during sporting events at stadiums.	
28,2409191326112.json,Imagine a police car siren but without sound. Thats how it feels like,It makes me feel like I am in danger and being chased by a cop,It reminds me of a time when I was walking on the sidewalk and suddenly saw a 3 police cars chasing a speeding car
28,2409111115112.json,It is quite soothing and calming.,"It makes me feel calm and relaxed, stress releiving basically.",Feels simialr to the vibration that is felt from the floor when a couple of music instruments are at play.
28,2409111557112.json,I would describe it as a sawing vibration pattern.,It made me feel energetic.,It reminded me of vibrations felt on a handsaw when sawing through a block of wood.
28,2409100934112.json,it is a vibration with rhythmic up and down,it makes me feel attentive,ii is like the sound a chalk when writting on black board
28,2409111711112.json,This sensation feels like very panicky.,It makes me feel anxious.	,I feel this in panicky situations.
28,2409061806112.json,the sensation of a mid paced beat picking up pace,it makes me feel energetic and excited,reminds me of an electronic music concert
28,2409040948112.json,"Feels like a racing heartbeat, when a workouts been done or something like that.","I feel energized, super active and full of motivation",I have felt this from my body after I have intense runs or workouts done
28,2409051649112.json,This sensation feels like an up and down squeaky vibration ,This sensation is slightly more intense and isn't super comfortavble ,It feels as if something is trying to move in between pipes and they're stuck just going up/down
28,2409041034112.json,"It is one short but deep vibrations, feels like a gush but more complete and it is continous with equal intervals",Like it is going to take some time,Reminds me of an old car having trouble starting the engine
29,2409201459112.json,This is annoyingly multi frequency vibrations stiched in an random manner.,This sensation is rough.,NA
29,2409191326112.json,This sensation feels like a custom made reverse sound on a car,It makes me feel like I am very close to a vehicle and I need to maintain distance,Reminds me of when my reverse camera started alerting me once while I was parking near the sidewalk
29,2409111115112.json,It is in between mild and strong but pleasant at the same time.,It makes me feel calm and relaxed.,It reminds me of the drums.
29,2409111557112.json,"I would describe this as a six parter pattern. First three buzzes are quick and light, followed by three continuous harder and longer buzzes.",it made me feel neutral.,This reminded me of motion of a water sprinkler installed in the backyard.
29,2409100934112.json,"it is like a small beep , a pause and a constant vibration",it makes me feel urgent and attentive,it is like fire alarm
29,2409111711112.json,It feels like a sensation of uncertaininty.,It makes me feel like i am uncertain about something and trying to figure something out.	,When i am deeply in my thoughts thinking about something important.
29,2409061806112.json,i would describe this as a beat for the intro to a crime show,"it makes me feel like there's something enjoyable, and thrilling coming up",it reminds me of an intro to a police TV show for the mainstream audience
29,2409040948112.json,"This one is very unique, it nudges you twice and then has a long feedback. I cannnot associate this directly with anything tbh.",It made me feel anxious or nervous to some extent.,N.A
29,2409051649112.json,This sensation is a small buzz then two larger frequency buzz after ,This sensation is slightly more annoying/irritating. Its a bit umcomforting because it changes sensations two or three times. ,This reminds me of a game buzzing 
29,2409041034112.json,"There are 3 sets of vibrations- In the first set there are 2 short vibrations followed by 3 long vibrations. In the second set there are 3 short vibrations, followed by three short vibrations and 3 long ones. The third set is the same as the second one. THese end with one short vibration.",It makes me feel prepared,NA
32,2409201459112.json,"This just feels like almost single beat of a constant frequency throughout,neverthless there are a few breaks in between.",This sensation makes me feel frictional.,This reminds me of old schooled cars vibrating when they not in motion but the engine is left turned on.
32,2409191326112.json,Image a carpenter drilling a hole in the wall.,It makes me irritated as it reminds me of the drilling sound,Reminds me of an early morning when there was a road worker drilling a hole in the road ruining my sleep
32,2409111115112.json,It is a mild buzz like feeling ,Makes me feel annoyed,Feels similar to the vibration the fan of my laptop causes when I havent shut it down in a long time.
32,2409111557112.json,I would describe this pattern as a continuous dark and gritty noise.,It made me feel confirmed and secured.,It reminded me of the sound and vibrations felt when closing or opening a zipper of my sling bag.
32,2409100934112.json,it is a constant vibration,it makes me feel calm and steady,it is like iam near a beach
32,2409111711112.json,This sensaton feels like a purring cat.,It makes me feel like i am playing with my cat.,"Yes, when i play with my cat and she starts purring."
32,2409061806112.json,it's a sensation similar to a motor starting off,"it makes me feel a steady, but uncomfortable way",it reminds me of a drone starting up
32,2409040948112.json,It literally feels like a subtle roar. Or when something breaks and just vibrates subtly,It made me feel anxious and scared to some extent. I felt discouraged and weird.,No atm but it is very similiar to a broken piece of tech thats not gonna start. 
32,2409051649112.json,This sensation is a long drawn out 'brrrrrrr' as a buzz that even feels slightly like static ,"This sensation makes me feel intrigued, I'm not quite able to put where this is coming from","It feels like you are letting a rip of something, it also feels like a bit more of a medium frequency. "
32,2409041034112.json,"It is a medium length, roaring vibration with equal intervals  ",NA,It reminds me of a roar or a running machine in the background/something that im looking at while it is functional
81,2410111205167.json,The senatation is rythmic sensation which you feel something like scratching	,The sensation feels a little calming and comforting		,The sessation reminds me of the massages which we get for back pain 
81,2410161555167.json,The sensation felt like a buzz with two vibrations with a pause and a mild vibration again,This sensation made me feel a little irritation on my hands,This reminded me of my mobile phone vibration while carrying in my hands
81,2410171701167.json,The sensation is long repeating vibration lines.		,The sensation feels like annoyed.,The sensation reminded me of acceleration of a car.
81,2410171514167.json,This sensation starts with a boost and then gives small pulses in unequal intervals.,This sensation felt energetic.,This sensation felt like starting an engine.
81,2410161816167.json,"THERE IS A PROLONGED VIBRATION BEFORE PULSING INTO A SHORT ONE, AND ENDS ABRUPTLY. ",THE SIGNAL MAKES MEEL SLIGHTLY APPREHENSIVE.,THE SIGNAL IS STEADY AND RHYTHMIC
81,2410161701167.json,"This sensation is light, irregular and lumpy",The sensation makes me feel sporadic and weird,It feels like it's roaring like a lion
81,2410171826167.json,i would describe this signal to someone else as there are long vibrations followed by shorter vibrations.,the sensations gives me a sense of urgency.,It reminds me of phone vibrations during an incoming phone call.
81,2410181604167.json,This sensation is a bit like a melody that feels like a growing thumping sound.,This sensation makes me feel suspense and excitement.,This sensation reminds me of the sounds played in a thriller movie before something bad is about to happen.
81,2410181500167.json,The sesation feels rythemic and has a music flow.,It makes me feel pleasant.,It reminds me of a musical arrangement. Some simple cords played together.
81,2410181706167.json,This sensation is rhythmic. A small beat followed by a longer one.,This sensation makes me feel intrigued and curious.,This sensation reminds me of the sound vibrations felt in a movie theatre.
82,2410111205167.json,this sensation is fast paced vibrartions which one experience with mobile calls,This sensation makes me feel the need of urgency to pick up the call or do any task quickly,This vibration reminds me to be in hurry or finish the task urgently 
82,2410161555167.json,The sensation is like a soft vibration at start and a pause followed by rough vibration,This sensation made me feel soothing initally but the vibration after pause was a bit uncomfortable,This sensation reminded me of a scooter which is smoothly running at a speed and suddenly when we accelerate it there is a sudden jerk to it
82,2410171701167.json,The sensation is like repeatedly dragging something.,The sensation feels little tiring.,The sensation reminded me of conveyor belt used in supermarkets.
82,2410171514167.json,This sensation was two boosts of vibrations in regular intervals.,This sensation felt like excitement before doing something new.,This sensation was like when you are accelerating a motorcycle at a red signal.
82,2410161816167.json,THE SIGNAL FEELS A LITTLE ROUGH AND THERE IS A VERY GRATING SENSATION TO IT,IT FEELS GRITTY IN MY FINGERS,FEELS SIMILAR TO THE SOUND OF A PRINTER OR A COPY MACHINE
82,2410161701167.json,It feels like it's pricking under my veins. Some what Unpleasant.,This sensations make me aggitated and irritated,A part of the rhythm feels like I'm grinding my nails
82,2410171826167.json,I would describe the sensation to someone as vibration which leaves a sensation for longer period of time.,The vibrations makes me feel happy.,the vibrations reminds me of travelling in trains 
82,2410181604167.json,This sensation is like a alarm which rings periodically.,This sensation makes me feel like i need to wake up from the bed and become aware.,This sensation reminds me of the ringing of an alarm.
82,2410181500167.json,The sensation is fast paced and repeating.,It creates a feeling of urgency.,The sensation reminds of SOS vibrations of a phone.
82,2410181706167.json,This sensation is erratic. I could not identify a rhythm or a pattern.,This sensation makes me feel confused.,This sensation reminds me of uneven vibrations of motorcycle accelerator in heavy traffic.
83,2410111205167.json,The sensation is very low paced and difficult to recognize it. ,The sensation makes me feel little irritated.,This sensation reminds me of the time when we sleep while resting our head on the bus window. 
83,2410161555167.json,The sensation was very mild and there was a ticking sensation   ,This sesnsation was a less affective and did not feel any vibrations,This sensation reminded me of a ticking clock
83,2410171701167.json,The senstation is repeated pattern of 3 times buzz and then longer buzz.,The sensation feels like anticipation.,The sensation reminded me of racing a bike before driving.
83,2410171514167.json,This sensation was rhythmical with a big initial boost.,This sensation makes me feel reassuring.,This sensation reminds me of the big drum in the center in a drum set.
83,2410161816167.json,THE VIBRATION IS STEADY AND VERY LIGHT. ,IT IS VERY QUIET AND SUBTLE,ALMOST REMINDS ME OF A STEADY DOOR KNOCK
83,2410161701167.json,The sensation is like a bit calming intevals followed by a small hum,The sensation feels calming,The rhythm sounds familiar like a washing machine in the middle of a cycle
83,2410171826167.json,I would describe it as feeling in your hands when you put your hands over a water dispenser.,the vibrations feel exciting.,the vibrations reminds me of boiling water.
83,2410181604167.json,This sensation is very mild and in a 3/4 beat patern and faint.,This sensation makes me feel calm.,This sensation reminds me of the croaking of a frog.
83,2410181500167.json,The sensation feels like a faint irregular heart beat.,NA,The Sensation feels like its trying to grab someone's attention with vibrating patterns.
83,2410181706167.json,"This is an extremely low sensation vibration. Hard to identiify a pattern.
		",The sensation does not particularly evoke any emotions.,No this does not remind me of anything.
84,2410111205167.json,"The sensation is steady vibration , not too strng not to weak",This sensation makes me feel like things are buzzing around me.	,This sensation reminds me of the scenario where a bee or a house fly just buzzez near our ear and irritates us. 
84,2410161555167.json,This sensation was like continous vibration with a steady speed,This sensation made me feel relaxing,This sensation reminded me of a massage chair with soft contiuous vibrations
84,2410171701167.json,The senation is like steady short vibrations.,The sensation feels familiar.,The sensation reminded me of filling water tank with motor.
84,2410171514167.json,This sensation was intense and rough.,This sensation was unpleasent.,This sensation reminds me of the vibrations we get from the machine when we try to drill a hole in a metal piece.
84,2410161816167.json,THE VIBRATION IS CONTINUOUS AND FEELS LIKE SOMETHING IS ROLLING IN MY HAND,IT MAKES ME FEEL DROWSY BECAUSE OF ITS RHYTHM,REMINDS ME OF AN ELECTRIC GRINDER OR A WASHING MACHINE
84,2410161701167.json,"The sensation is active, firm and panicky.",The sensation feels  like an urgency.,The sensation reminds me of a game where my character is dying.
84,2410171826167.json,I would describe the feeling as a constant buzz in your hands.,It makes me feel nervous and agitated.,The vibrations remind me of a electronic mixer when put on blend mode.
84,2410181604167.json,This sensation is like a very fast and loud crowd jumping in a concert.,This sensation makes me feel energetic and excited.,This sensation makes me feel like I am at a concert in front of the speaker.
84,2410181500167.json,It feels like a motor running creating vibrations with regular intervals.,NA,It gives the feeling of touching an electric fan.
84,2410181706167.json,this is a a strong and fast sensation with a continuous rhythm,this sensation makes me feel excited,this sensations reminds me of marching bands and the vibrations one usually feels within their chest while being in their vicinity
85,2410111205167.json,Tgis sensation is a periodic vibration with a little gap between each vibration.		,This sensation makes me feel pleasurable and comforting,This reminds me of the time when someone is giving you full body message and you are just relaxing
85,2410161555167.json,This sensation is smooth with two droping vibrations in between ,This sensation made me feel weird,This sensation reminded me of a vehicle moving smoothly initally and then running over some stones 
85,2410171701167.json,The sensation is continuos pattern of long pulling vibration and then pause.,The sensation feels discomforting.,N.A.
85,2410171514167.json,This sensation was uneven and coarse.,This sensation felt urgent.,This sensation is similar to the phone alarm vibrations.
85,2410161816167.json,IT IS A PULSING SENSATION WITH THREE BEATS IN IT,MAKES ME FEEL CALM AND DROWSY,IT REMINDS ME OF SOME FORM OF PERCUSSION INSTRUMENT
85,2410161701167.json,The sensation is small hums with regular and equal intervals.	,N/A,The sensation reminds me of punching a bag really fast in quick motion.
85,2410171826167.json,I would describe the feeling of the vibration to someone else as a long and heavy vibration which then later fades out.,The vibration makes me feel active.,The vibrations reminds me of revving a car engine.
85,2410181604167.json,This sensation is like a vibration is felt from a distant object kept on the same table.,This sensation makes me feel annoyed.,This sensation reminds me of someone's phone vibrating in the same library table.
85,2410181500167.json,It feels like a rotating fan that is getting stuck in between rotations.,It gives a feeling of negative feeling/feedback.,"It gives the feeling of failing a task in a game, telling you to retry."
85,2410181706167.json,This sensation has a very energetic rhythm,This sensation is enjoyable,This sensation reminds me of a club and its dance floor vibrations.
87,2410111205167.json,"This sensation is periodic sensation , where in for each period the vibration starts strong and then it fades down gradually",The emotion makes me feel excited in the beggining and then as it slows down I also calm down	,"This emotion reminds me of starting a bike or fuel scooter, where when we ignite the vibrations are strong and then become moderate once we accelarate"
87,2410161555167.json,Thi sensation at first has a smooth vibrations at start then a pause followed by harsh vibrations slowly reducing and again a pause followed by mild vibrations,This sensation made me feel soothing at first and later a rough irritable sensation,This sensation reminded me of a blender wherein the speed changes from medium to fast and then slow
87,2410171701167.json,"The sensation is like long vibration , pause, long vibration with higher frequency, pause and then sudden stop.",The sensation made me feel worried.,The senstation reminded me of driving two wheeler in traffic.
87,2410171514167.json,This sensation starts with a small boost of vibrations and then there is an intense boost of vibrations.,This sensation felt thrilling.,This sensation feels like the vibrations we feel from a basketball while bouncing it.
87,2410161816167.json,IT IS A LONG SINGULAR VIBRATION AND IT IS VERY PROLONGED,IT FEELS A LITTLE OMINOUS AND ON THE EDGE,REMINDS ME OF A DEATH BELL THAT WAS RUNG WHEN SOMEONE DIED IN THE PAST
87,2410161701167.json,The sensation is soothing and light.,This sensation feels like a therapy,The sensation reminds me of banging a utensil with a metal spoon
87,2410171826167.json,I would describe this vibration to someone else as vibration with two longer vibrations and a small vibration at the end.,This vibration made me feel some minor irritation.,This vibration reminds me of my roomate's ringtone
87,2410181604167.json,This sensation is like a slow and scary beat.,This sensation makes me feel suspense and thrill.,This sensation reminds me of the sound track before a fight scene occurs in a movie.
87,2410181500167.json,It feels like a weak motor vibrating followed by a stronger one.,"It gives the feeling of dissatisfaction, like failing a task when you are just about to finish it.",It reminds me of playing a game where you are trying to perform an action but failing at the last second.
87,2410181706167.json,this is a calming sensation with a fading rhythm,it makes me feel relaxed and calm,it reminds me of sound vibrations during my yoga class
88,2410111205167.json,This sensation is rhythamic is combination of week and strong vibration with a little irregular pattern.,This sensation makes me feel irritated as it has a irregular patter	,"This sensation reminds me of the time when we trying to start a feul based vehicle , but it is not starting."
88,2410161555167.json,THis sensation is like a beating sound with two beats then pause and two beats at first and then a continuous vibration with beats at the wnd,This sensation made me feel enjoyable,This reminded me of beat boxing or rap songs
88,2410171701167.json,The sensation is like block of two same vibration and then a longer vibration.,N.A.,N.A.
88,2410171514167.json,This sensation was vibrating and hot.,This sensation feels active.,N.A.
88,2410161816167.json,SHORT VIBRATIONS THAT PULSE CONTINUOUSLY WITHOUT STICKING TO ANY RHYTHM,IT MAKES MY FINGERS FEEL ITCHY,REMINDS ME OF A DRILL MACHINE
88,2410161701167.json,The sensation is very irregualar without any pattern and a bit irritating,This sensation makes me feels uncomfortable and restless,N/A
88,2410171826167.json,I would describe this sensation as a rythmic vibration.,This vibration made me pleasant and nostalgic.,This vibration reminds me of a song.
88,2410181604167.json,This sensation is like a melodic vibration repeating in a pattern.,This sensation makes me feel active and excited.,This sensation reminds me of the chants made by the crowd during a football game in a stadium.
88,2410181500167.json,It feels like a phone vibrating in a specific pattern. (Following a ringtone of sorts),It grabs my attenion immediately with the irregular vibrating patterns.,It feels like a vibration pattern following a song/ringtone on a phone. It also gives a feeling of a juicer/mixer.
88,2410181706167.json,This sensation feels like it it replicating a song,this sensation makes me feel energetic,This sensation reminds me of vbrations felt while playing mario cart
90,2410111205167.json,This sensation is a regular vibration which is weak and soft ,This senstion makes me feel neutral,This sensation reminds me when we shave using any electric razor.
90,2410161555167.json,This sensation was like a smooth  vibartion at the start and suddenly the vibration slows down,This sensation made me feel dissatisfied,This sensation reminded me of a car suddenly breaking down 
90,2410171701167.json,The sensation is like continuously acceralating and then breaking.,The sensation feels like restlessness.,N.A.
90,2410171514167.json,This sensation is similar to ringing a huge bell where the vibration moves from high to low intensity,This sensation gives me a steady feeling,This sensation reminds me of a huge bell.
90,2410161816167.json,IT IS A SINGULAR LONG VIBRATION THAT AFFECTS THE ENTIRE PALM AND NOT JUST THE FINGERS.,IT HAS A VERY GRITTY AND 'RUMBLING' EFFECT,THIS IS WHAT I IMAGINED A GIANT'S (MAYBE GODZILLA'S) FOOTSTEPS WOULD FEEL LIKE FROM A DISTANCE
90,2410161701167.json,This sensation goes from strong to light at equal intervals,"The sensation makes me feel calm, tender and relaxing			",N/A
90,2410171826167.json,I would describe this vibration as set of four vibrations which has a longer and a shorter vibration in each set.,This vibration made me feel calm and quiet.,This vibration reminds me of an ringing a call to somebody and waiting till they pick up the call
90,2410181604167.json,This sensation is like a soothing and humming vibration.,This sensation makes me feel relaxed and at peace.,This sensation reminds me of the background soothing music played while meditating.
90,2410181500167.json,It feels like a smooth vibration pattern followed by a similar pattern but this time its coarse.	,It gives the feeling of comfort yet mildly annoying,The sensation reminds me of a driving game when the car hits a wall and goes off the course.
90,2410181706167.json,this sensation has a moderately fast fading beat ,this sensation makes me feel panicky,this sensation reminds me of vibrations felt while watching thriller movies on my phone or ipad
91,2410111205167.json,This sensation is aperiodic with some string fast vibration followed by few slow vibrations. ,This sensation makes me feel anxious,It reminds me of my table clock alarm which rings early morning on my desk
91,2410161555167.json,This sensation is like a rough three beats and small pause with mild vibration,This sensation made me feel like uncomfortable,This reminded me of touching the speakers while playing a music
91,2410171701167.json,"The sensation is two chunk of vibration high frequency, the two chunk of low frequency and then light squeeezy vibration.",The sensation feels unplesant.,N.A.
91,2410171514167.json,This sensation is a machine vibration which is bumpy.,This sensation makes me feel irritated.,This sensation is similar to a printer.
91,2410161816167.json,IT STARTS OFF STRONG BEFORE BECOMING FAINT AND THEN COMES BACK THE INITIAL INTENSITY,IT MAKES ME FEEL AS THOUGH IM PUMPING SOMETHING IN MY HAND,IT REMINDS ME OF A LAUNDRY MACHINE
91,2410161701167.json,The sensation is strong and agressive. ,The sensation makes me feel energetic.,This sensation reminds me of a game where the team is ready to fight and jump into action
91,2410171826167.json,I would describe this vibration to someone as there is no pattern to the vibration but at the same time it gives a rythm.,This vibrations makes me feel excited and alive.,This vibrations reminds me of a vibrating dance floor.
91,2410181604167.json,This sensation is like a modern waltz like music.,This sensation makes me feel energetic and happy.,This sensation reminds me of the songs played while performing waltz.
91,2410181500167.json,The sensation has a rythmic pattern which has a stronger vibration followed by a small fainter vibration. Giving the feeling of getting a feedback.,It gives the feeling of getting a stimulative response. ,It feels like a fast pace drumming pattern.
91,2410181706167.json,this sensation has 3 distinct vibrations in a continuous rhythm,This sensation makes me feel excited and energetic,this sensation reminds me of machine vibrations in a carving shop
92,2410111205167.json,This is a periodic vibration where for each period the vibrations are stable just getting little weak before starting again,This sensation makes me feel steady	,It reminds me of the time when I am acclearting and deacclerating my bike of free-way
92,2410161555167.json,This sensation is very uneven wherein there are two beats and a pause in between followed by the same vibrating beats,This sensation made me feel panicky,This sensation reminded me of a bike moving in traffic with unsteady vibrations
92,2410171701167.json,The sensation is like concentric circles of vibration. ,The sensation feels rough.,N.A.
92,2410171514167.json,This sensation is continuous with varying and uneven intensities.,This sensation makes me feel angry.,This sensation reminds me of the machine whis is used to polish the surfaces.
92,2410161816167.json,IT HAS A VERY GRITTY FEEL TO IT AND IS ROUGH.,IT MAKES ME FEEL AS THOUGH THERE I AM GEARING UP FOR SOMETHING,REMINDS ME OF A MOTORCYCLE
92,2410161701167.json,This sensation is chaotic with no pattern and simulative,N/A,This sensation reminds me of a space fight game i used to play
92,2410171826167.json,I would describe the vibration as small but constant buzzing,This vibration is unpleasant and annoying,This reminds me of a mosquito buzzing near your ears
92,2410181604167.json,This sensation is like a growing and distorted vibration.,This sensation makes me feel uneasy and bad.,Thsi sensation reminds me of the music which is off tune.
92,2410181500167.json,"It feels like a faint, jagged and uneven vibration.",It feels uncomfortable and gives a feeling of anxiety.,It feels like a bee buzzing but in the form of vibrations. It is also a similar feeling of driving a car on a uneven and coarse road.
92,2410181706167.json,This sensation feels irregular,This sensation seems familar,It reminds me of the moving liquid in my blender while I am making milkshakes
93,2410111205167.json,This sensation is constant vibration with medium strength in the vibration	,The sensation makes me feel edgy,This sensation reminds me of being on a motor boat
93,2410161555167.json,This sensation is a fast cotinuous dropping beats with fast vibrations,This sensation made me feel tickling in hands,This reminded me of the mobile phone alarm vibrations
93,2410171701167.json,N.A. ,The sensation feels like urgency.,N.A.
93,2410171514167.json,This sensation is rhythmical and firm.,This sensation makes me feel panicky.,This sensation reminds me of a typewriter.
93,2410161816167.json,"IT IS LIKE A CONTINUOUS PULSE, ALMOST HAS A BEEPING NATURE  TO IT.","MAKES ME FEEL ALARMED AND IT DEMANDS MY ATTENTION FOR SOMETHING, AND I CAN'T IGNORE IT.",REMINDS ME OF AN ALARM BELL
93,2410161701167.json,The sensation is like fast and strong buzzing with irregular timing,This sensation feels panicky and urgent,This sensation feels like very strong and agressive version of typing words on a phone keypad
93,2410171826167.json,I would describe this sensation to someone as small vibrations that are put together at same interval.,This sensation makes me feel scared and causes discomfort.,The vibrations feel like gun shootings showed in movies.
93,2410181604167.json,This sensation is like that of a constand and repetitive knocking.,This sensation makes me feel discomfort.,This sensation reminds me of a printer printing a piece of paper.
93,2410181500167.json,The sensation is very steady and fast pace rythmic vibration. Like a fast ticking clock.,It gives a active feeling creating a feeling of urgency.	,It feels like a fast beating heart. Similar to how it would feel after a intense physical activity.
93,2410181706167.json,This sensation has short and face vibrations,This sensation does not particularly evoke any emotion,This sensation reminds me of a printer 
94,2410111205167.json,This sensation follows a pattern of being very weak and then increasing its strength little bit with a small gap between ,This sensation makes me feel nasty	,N.A.
94,2410161555167.json,This sensation is very mild or cannot be felt at start and then there is a pause followed by sudden rough strong vibrations,This sensation made me feel dicomfort,This sensation reminded me of a roller coaster which starts slowly initially and then takes up spead
94,2410171701167.json,The sensation is like pulling something with force to a height and then dropping it to smaller height.,N.A.,The sensation is like pulling something with force to a height and then dropping it to smaller height.
